,date,home_team,away_team,home_score,away_score,tournament
486,1918-05-12,Hungary,Switzerland,2,1,Friendly
487,1918-05-26,Sweden,Norway,2,0,Friendly
488,1918-06-02,Austria,Hungary,0,2,Friendly
489,1918-06-02,Denmark,Sweden,3,0,Friendly
490,1918-06-16,Norway,Denmark,3,1,Friendly
491,1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo
492,1918-07-28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo
493,1918-08-15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino
494,1918-08-25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino
495,1918-09-15,Norway,Sweden,2,1,Friendly
496,1918-09-20,Uruguay,Argentina,1,1,Copa Lipton
497,1918-09-29,Argentina,Uruguay,2,0,Copa Newton
498,1918-10-06,Austria,Hungary,0,3,Friendly
499,1918-10-06,Denmark,Norway,4,0,Friendly
500,1918-10-20,Sweden,Denmark,1,2,Friendly
501,1919-03-09,Belgium,France,2,2,Friendly
502,1919-04-06,Hungary,Austria,2,1,Friendly
503,1919-05-11,Brazil,Chile,6,0,Copa América
504,1919-05-11,Paraguay,Argentina,1,5,Friendly
505,1919-05-13,Argentina,Uruguay,2,3,Copa América
506,1919-05-15,Paraguay,Argentina,0,3,Friendly
507,1919-05-17,Chile,Uruguay,0,2,Copa América
508,1919-05-18,Brazil,Argentina,3,1,Copa América
509,1919-05-21,Paraguay,Argentina,1,2,Friendly
510,1919-05-22,Argentina,Chile,4,1,Copa América
511,1919-05-24,Paraguay,Argentina,1,2,Friendly
512,1919-05-26,Brazil,Uruguay,2,2,Copa América
513,1919-05-29,Brazil,Uruguay,1,0,Copa América
514,1919-05-29,Sweden,Finland,1,0,Friendly
515,1919-06-01,Brazil,Argentina,3,3,Friendly
516,1919-06-05,Denmark,Sweden,3,0,Friendly
517,1919-06-09,Netherlands,Sweden,3,1,Friendly
518,1919-06-12,Denmark,Norway,5,1,Friendly
519,1919-06-29,Norway,Sweden,4,3,Friendly
520,1919-07-18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo
521,1919-08-24,Sweden,Netherlands,4,1,Friendly
522,1919-08-24,Uruguay,Argentina,2,1,Copa Newton
523,1919-08-31,Norway,Netherlands,1,1,Friendly
524,1919-09-07,Argentina,Uruguay,1,2,Copa Lipton
525,1919-09-14,Sweden,Norway,1,5,Friendly
526,1919-09-21,Norway,Denmark,3,2,Friendly
527,1919-09-28,Finland,Sweden,3,3,Friendly
528,1919-10-05,Austria,Hungary,2,0,Friendly
529,1919-10-12,Sweden,Denmark,3,0,Friendly
530,1919-10-19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino
531,1919-10-25,Northern Ireland,England,1,1,British Home Championship
532,1919-11-09,Hungary,Austria,3,2,Friendly
533,1919-12-07,Uruguay,Argentina,4,2,Friendly
534,1920-01-18,Italy,France,9,4,Friendly
535,1920-02-14,Northern Ireland,Wales,2,2,British Home Championship
536,1920-02-26,Wales,Scotland,1,1,British Home Championship
537,1920-02-29,Switzerland,France,0,2,Friendly
538,1920-03-13,Scotland,Northern Ireland,3,0,British Home Championship
539,1920-03-15,England,Wales,1,2,British Home Championship
540,1920-03-28,France,Belgium,2,1,Friendly
541,1920-03-28,Switzerland,Italy,3,0,Friendly
542,1920-04-05,Netherlands,Denmark,2,0,Friendly
543,1920-04-10,England,Scotland,5,4,British Home Championship
544,1920-05-02,Austria,Hungary,2,2,Friendly
545,1920-05-13,Italy,Netherlands,1,1,Friendly
546,1920-05-16,Switzerland,Netherlands,2,1,Friendly
547,1920-05-30,Sweden,Finland,4,0,Friendly
548,1920-06-06,Sweden,Switzerland,0,1,Friendly
549,1920-06-13,Norway,Denmark,1,1,Friendly
550,1920-06-27,Norway,Sweden,0,3,Friendly
551,1920-06-27,Switzerland,Germany,4,1,Friendly
552,1920-07-18,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo
553,1920-07-25,Argentina,Uruguay,1,3,Copa Newton
554,1920-08-08,Argentina,Uruguay,1,0,Copa Premio Honor Argentino
555,1920-09-11,Chile,Brazil,0,1,Copa América
556,1920-09-12,Uruguay,Argentina,1,1,Copa América
557,1920-09-18,Brazil,Uruguay,0,6,Copa América
558,1920-09-19,Finland,Sweden,1,0,Friendly
559,1920-09-20,Chile,Argentina,1,1,Copa América
560,1920-09-25,Argentina,Brazil,2,0,Copa América
561,1920-09-26,Austria,Germany,3,2,Friendly
562,1920-09-26,Sweden,Norway,0,0,Friendly
563,1920-10-03,Chile,Uruguay,1,2,Copa América
564,1920-10-10,Sweden,Denmark,0,2,Friendly
565,1920-10-17,Finland,Estonia,6,0,Friendly
566,1920-10-23,England,Northern Ireland,2,0,British Home Championship
567,1920-10-24,Germany,Hungary,1,0,Friendly
568,1920-11-07,Hungary,Austria,1,2,Friendly
569,1921-02-12,Scotland,Wales,2,1,British Home Championship
570,1921-02-20,France,Italy,1,2,Friendly
571,1921-02-26,Northern Ireland,Scotland,0,2,British Home Championship
572,1921-03-06,Belgium,France,3,1,Friendly
573,1921-03-06,Italy,Switzerland,2,1,Friendly
574,1921-03-14,Wales,England,0,0,British Home Championship
575,1921-03-26,Austria,Sweden,2,2,Friendly
576,1921-04-03,Catalonia,Provence,4,0,Friendly
577,1921-04-04,Catalonia,Provence,1,0,Friendly
578,1921-04-07,Paraguay,Argentina,3,1,Friendly
579,1921-04-09,Scotland,England,3,0,British Home Championship
580,1921-04-09,Wales,Northern Ireland,2,1,British Home Championship
581,1921-04-14,Paraguay,Argentina,2,2,Friendly
582,1921-04-24,Austria,Hungary,4,1,Friendly
583,1921-05-01,Switzerland,Austria,2,2,Friendly
584,1921-05-05,Belgium,Italy,2,3,Friendly
585,1921-05-05,Germany,Austria,3,3,Friendly
586,1921-05-08,Netherlands,Italy,2,2,Friendly
587,1921-05-15,Belgium,Netherlands,1,1,Friendly
588,1921-05-21,Belgium,England,0,2,Friendly
589,1921-05-25,Norway,Finland,3,2,Friendly
590,1921-05-29,Sweden,Finland,0,3,Friendly
591,1921-05-30,Japan,Philippines,0,3,Friendly
592,1921-06-05,Hungary,Germany,3,0,Friendly
593,1921-06-12,Denmark,Netherlands,1,1,Friendly
594,1921-06-19,Norway,Sweden,3,1,Friendly
595,1921-07-09,Canada,Scotland,0,1,Friendly
596,1921-07-22,Estonia,Sweden,0,0,Friendly
597,1921-07-24,Sweden,Austria,1,3,Friendly
598,1921-07-31,Finland,Austria,2,3,Friendly
599,1921-08-28,Estonia,Finland,0,3,Friendly
600,1921-09-14,Costa Rica,El Salvador,7,0,Friendly
601,1921-09-18,Finland,Germany,3,3,Friendly
602,1921-09-18,Guatemala,Costa Rica,0,6,Friendly
603,1921-09-18,Sweden,Norway,0,3,Friendly
604,1921-10-02,Argentina,Brazil,1,0,Copa América
605,1921-10-02,Denmark,Norway,3,1,Friendly
606,1921-10-09,Paraguay,Uruguay,2,1,Copa América
607,1921-10-09,Sweden,Denmark,0,0,Friendly
608,1921-10-12,Brazil,Paraguay,3,0,Copa América
609,1921-10-16,Argentina,Paraguay,3,0,Copa América
610,1921-10-22,Northern Ireland,England,1,1,British Home Championship
611,1921-10-23,Brazil,Uruguay,1,2,Copa América
612,1921-10-28,Czechoslovakia,Yugoslavia,6,1,Friendly
613,1921-10-30,Argentina,Uruguay,1,0,Copa América
614,1921-11-02,Uruguay,Paraguay,4,2,Friendly
615,1921-11-06,Hungary,Sweden,4,2,Friendly
616,1921-11-06,Switzerland,Italy,1,1,Friendly
617,1921-11-13,Czechoslovakia,Sweden,2,2,Friendly
618,1921-11-13,France,Netherlands,0,5,Friendly
619,1921-12-18,Hungary,Poland,1,0,Friendly
620,1921-12-18,Spain,Portugal,3,1,Friendly
621,1922-01-15,France,Belgium,2,1,Friendly
622,1922-01-15,Italy,Austria,3,3,Friendly
623,1922-02-04,Wales,Scotland,2,1,British Home Championship
624,1922-02-26,Italy,Czechoslovakia,1,1,Friendly
625,1922-03-04,Scotland,Northern Ireland,2,1,British Home Championship
626,1922-03-12,Brittany,Luxembourg,1,0,Friendly
627,1922-03-13,England,Wales,1,0,British Home Championship
628,1922-03-26,Belgium,Netherlands,4,0,Friendly
629,1922-03-26,Germany,Switzerland,2,2,Friendly
630,1922-04-08,England,Scotland,0,1,British Home Championship
631,1922-04-15,Belgium,Denmark,0,0,Friendly
632,1922-04-17,Netherlands,Denmark,2,0,Friendly
633,1922-04-23,Austria,Germany,0,2,Friendly
634,1922-04-30,France,Spain,0,4,Friendly
635,1922-04-30,Hungary,Austria,1,1,Friendly
636,1922-05-07,Netherlands,Belgium,1,2,Friendly
637,1922-05-14,Poland,Hungary,0,3,Friendly
638,1922-05-21,Italy,Belgium,4,2,Friendly
639,1922-05-25,Norway,Northern Ireland,2,1,Friendly
640,1922-05-28,Sweden,Poland,1,2,Friendly
641,1922-06-05,Finland,Sweden,1,4,Friendly
642,1922-06-08,Yugoslavia,Romania,1,2,Friendly
643,1922-06-11,Austria,Switzerland,7,1,Friendly
644,1922-06-11,Denmark,Czechoslovakia,0,3,Friendly
645,1922-06-11,Norway,France,7,0,Friendly
646,1922-06-15,Hungary,Switzerland,1,1,Friendly
647,1922-06-17,New Zealand,Australia,3,1,Friendly
648,1922-06-24,New Zealand,Australia,1,1,Friendly
649,1922-06-28,Yugoslavia,Czechoslovakia,4,3,Friendly
650,1922-07-02,Germany,Hungary,0,0,Friendly
651,1922-07-08,New Zealand,Australia,3,1,Friendly
652,1922-07-09,Sweden,Hungary,1,1,Friendly
653,1922-07-13,Finland,Hungary,1,5,Friendly
654,1922-08-11,Finland,Estonia,10,2,Friendly
655,1922-08-13,Sweden,Czechoslovakia,0,2,Friendly
656,1922-08-23,Sweden,Norway,0,0,Friendly
657,1922-08-26,Finland,Norway,1,3,Friendly
658,1922-09-03,Romania,Poland,1,1,Friendly
659,1922-09-10,Norway,Denmark,3,3,Friendly
660,1922-09-17,Brazil,Chile,1,1,Copa América
661,1922-09-23,Chile,Uruguay,0,2,Copa América
662,1922-09-24,Austria,Hungary,2,2,Friendly
663,1922-09-24,Brazil,Paraguay,1,1,Copa América
664,1922-09-24,Latvia,Estonia,1,1,Friendly
665,1922-09-24,Norway,Sweden,0,5,Friendly
666,1922-09-28,Argentina,Chile,4,0,Copa América
667,1922-10-01,Brazil,Uruguay,0,0,Copa América
668,1922-10-01,Denmark,Sweden,1,2,Friendly
669,1922-10-01,Yugoslavia,Poland,1,3,Friendly
670,1922-10-05,Chile,Paraguay,0,3,Copa América
671,1922-10-08,Argentina,Uruguay,0,1,Copa América
672,1922-10-12,Paraguay,Uruguay,1,0,Copa América
673,1922-10-15,Brazil,Argentina,2,0,Copa América
674,1922-10-18,Argentina,Paraguay,2,0,Copa América
675,1922-10-21,England,Northern Ireland,2,0,British Home Championship
676,1922-10-22,Argentina,Chile,1,0,Friendly
677,1922-10-22,Brazil,Paraguay,3,0,Copa América
678,1922-10-22,Brazil,Argentina,2,1,Copa Roca
679,1922-10-29,Brazil,Paraguay,3,1,Friendly
680,1922-11-12,Uruguay,Argentina,1,0,Copa Lipton
681,1922-11-19,Switzerland,Netherlands,5,0,Friendly
682,1922-11-19,Galicia,Central Spain,4,1,Friendly
683,1922-11-26,Hungary,Austria,1,2,Friendly
684,1922-12-03,Italy,Switzerland,2,2,Friendly
685,1922-12-10,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo
686,1922-12-17,Argentina,Uruguay,2,2,Copa Newton
687,1922-12-17,Portugal,Spain,1,2,Friendly
688,1923-01-01,Guatemala,Mexico,2,3,Friendly
689,1923-01-01,Italy,Germany,3,1,Friendly
690,1923-01-04,Guatemala,Mexico,3,1,Friendly
691,1923-01-07,Guatemala,Mexico,1,4,Friendly
692,1923-01-14,Andalusia,Galicia,1,4,Friendly
693,1923-01-21,Switzerland,Austria,2,0,Friendly
694,1923-01-28,Spain,France,3,0,Friendly
695,1923-02-04,Belgium,Spain,1,0,Friendly
696,1923-02-11,Luxembourg,Brittany,1,4,Friendly
697,1923-02-25,Belgium,France,4,1,Friendly
698,1923-02-25,Galicia,Asturias,1,3,Friendly
699,1923-03-03,Northern Ireland,Scotland,0,1,British Home Championship
700,1923-03-04,Italy,Hungary,0,0,Friendly
701,1923-03-05,Wales,England,2,2,British Home Championship
702,1923-03-11,Switzerland,Hungary,1,6,Friendly
703,1923-03-17,Scotland,Wales,2,0,British Home Championship
704,1923-03-19,England,Belgium,6,1,Friendly
705,1923-04-02,Netherlands,France,8,1,Friendly
706,1923-04-14,Scotland,England,2,2,British Home Championship
707,1923-04-14,Wales,Northern Ireland,0,3,British Home Championship
708,1923-04-15,Austria,Italy,0,0,Friendly
709,1923-04-22,France,Switzerland,2,2,Friendly
710,1923-04-29,Netherlands,Belgium,1,1,Friendly
711,1923-05-06,Austria,Hungary,1,0,Friendly
712,1923-05-06,Czechoslovakia,Denmark,2,0,Friendly
713,1923-05-10,France,England,1,4,Friendly
714,1923-05-10,Germany,Netherlands,0,0,Friendly
715,1923-05-20,Argentina,Paraguay,0,2,Copa Chevallier Boutell
716,1923-05-21,Sweden,England,2,4,Friendly
717,1923-05-22,China PR,Philippines,3,0,Friendly
718,1923-05-24,Japan,China PR,1,5,Friendly
719,1923-05-24,Sweden,England,1,3,Friendly
720,1923-05-25,Argentina,Paraguay,1,0,Copa Chevallier Boutell
721,1923-05-27,Czechoslovakia,Italy,5,1,Friendly
722,1923-06-03,Poland,Yugoslavia,1,2,Friendly
723,1923-06-03,Switzerland,Germany,1,2,Friendly
724,1923-06-09,Australia,New Zealand,2,1,Friendly
725,1923-06-10,Romania,Yugoslavia,1,2,Friendly
726,1923-06-10,Sweden,Austria,4,2,Friendly
727,1923-06-16,Australia,New Zealand,2,3,Friendly
728,1923-06-17,Denmark,Switzerland,3,2,Friendly
729,1923-06-17,Norway,Finland,3,0,Friendly
730,1923-06-20,Sweden,Finland,5,4,Friendly
731,1923-06-21,Norway,Switzerland,2,2,Friendly
732,1923-06-24,Argentina,Uruguay,0,0,Copa Lipton
733,1923-06-24,Lithuania,Estonia,0,5,Friendly
734,1923-06-29,Sweden,Germany,2,1,Friendly
735,1923-06-30,Australia,New Zealand,1,4,Friendly
736,1923-07-01,Romania,Czechoslovakia,0,6,Friendly
737,1923-07-15,Argentina,Uruguay,2,2,Friendly
738,1923-07-22,Uruguay,Argentina,2,2,Copa Premio Honor Uruguayo
739,1923-07-24,Estonia,Latvia,1,1,Friendly
740,1923-08-12,Germany,Finland,1,2,Friendly
741,1923-08-15,Austria,Finland,2,1,Friendly
742,1923-08-19,Hungary,Finland,3,1,Friendly
743,1923-09-02,Poland,Romania,1,1,Friendly
744,1923-09-16,Norway,Sweden,2,3,Friendly
745,1923-09-18,Estonia,Russia,2,4,Friendly
746,1923-09-23,Finland,Poland,5,3,Friendly
747,1923-09-23,Hungary,Austria,2,0,Friendly
748,1923-09-25,Estonia,Poland,1,4,Friendly
749,1923-09-30,Denmark,Norway,2,1,Friendly
750,1923-09-30,Estonia,Finland,2,1,Friendly
751,1923-09-30,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo
752,1923-10-14,Sweden,Denmark,1,3,Friendly
753,1923-10-20,Northern Ireland,England,2,1,British Home Championship
754,1923-10-26,Turkey,Romania,2,2,Friendly
755,1923-10-28,Czechoslovakia,Yugoslavia,4,4,Friendly
756,1923-10-28,France,Norway,0,2,Friendly
757,1923-10-28,Hungary,Sweden,2,1,Friendly
758,1923-10-29,Argentina,Paraguay,4,3,Copa América
759,1923-11-01,Belgium,England,2,2,Friendly
760,1923-11-01,Poland,Sweden,2,2,Friendly
761,1923-11-01,Brittany,Norway,1,5,Friendly
762,1923-11-04,Germany,Norway,1,0,Friendly
763,1923-11-04,Uruguay,Paraguay,2,0,Copa América
764,1923-11-11,Brazil,Paraguay,0,1,Copa América
765,1923-11-18,Argentina,Brazil,2,1,Copa América
766,1923-11-22,Brazil,Paraguay,2,0,Friendly
767,1923-11-25,Netherlands,Switzerland,4,1,Friendly
768,1923-11-25,Uruguay,Brazil,2,1,Copa América
769,1923-11-25,Central Spain,Galicia,1,0,Friendly
770,1923-12-02,Argentina,Brazil,0,2,Friendly
771,1923-12-02,Uruguay,Argentina,2,0,Copa América
772,1923-12-09,Argentina,Brazil,2,0,Copa Roca
773,1923-12-09,Mexico,Guatemala,2,1,Friendly
774,1923-12-12,Mexico,Guatemala,2,0,Friendly
775,1923-12-16,Mexico,Guatemala,3,3,Friendly
776,1923-12-16,Spain,Portugal,3,0,Friendly
777,1924-01-13,France,Belgium,2,0,Friendly
778,1924-01-13,Germany,Austria,4,3,Friendly
779,1924-01-20,Italy,Austria,0,4,Friendly
780,1924-02-10,Yugoslavia,Austria,1,4,Friendly
781,1924-02-16,Wales,Scotland,2,0,British Home Championship
782,1924-03-01,Scotland,Northern Ireland,2,0,British Home Championship
783,1924-03-03,England,Wales,1,2,British Home Championship
784,1924-03-09,Italy,Spain,0,0,Friendly
785,1924-03-13,Catalonia,Spain,0,7,Friendly
786,1924-03-15,Northern Ireland,Wales,0,1,British Home Championship
787,1924-03-23,Netherlands,Belgium,1,1,Friendly
788,1924-03-23,Switzerland,France,3,0,Friendly
789,1924-03-23,Brittany,Luxembourg,1,1,Friendly
790,1924-04-06,Aruba,Curaçao,0,4,Friendly
791,1924-04-06,Hungary,Italy,7,1,Friendly
792,1924-04-12,England,Scotland,1,1,British Home Championship
793,1924-04-21,Netherlands,Germany,0,1,Friendly
794,1924-04-21,Switzerland,Denmark,2,0,Friendly
795,1924-04-27,Belgium,Netherlands,1,1,Friendly
796,1924-05-04,Hungary,Austria,2,2,Friendly
797,1924-05-15,Paraguay,Argentina,1,3,Copa Chevallier Boutell
798,1924-05-17,France,England,1,3,Friendly
799,1924-05-18,Paraguay,Argentina,2,1,Copa Chevallier Boutell
800,1924-05-18,Sweden,Poland,5,1,Friendly
801,1924-05-18,Switzerland,Hungary,4,2,Friendly
802,1924-05-20,Austria,Romania,4,1,Friendly
803,1924-05-21,Austria,Bulgaria,6,0,Friendly
804,1924-05-25,Argentina,Uruguay,4,0,Copa Newton
805,1924-05-25,Uruguay,Argentina,2,0,Copa Lipton
806,1924-05-27,Egypt,Lithuania,10,0,Friendly
807,1924-06-04,France,Hungary,0,1,Friendly
808,1924-06-07,Australia,Canada,3,2,Friendly
809,1924-06-10,Poland,United States,2,3,Friendly
810,1924-06-14,Australia,Canada,0,1,Friendly
811,1924-06-15,Denmark,Sweden,2,3,Nordic Championship
812,1924-06-15,Norway,Germany,0,2,Friendly
813,1924-06-15,Catalonia,Basque Country,1,2,Friendly
814,1924-06-17,Finland,Turkey,2,4,Friendly
815,1924-06-19,Estonia,Turkey,1,4,Friendly
816,1924-06-22,Austria,Egypt,3,1,Friendly
817,1924-06-22,Latvia,Turkey,1,3,Friendly
818,1924-06-23,Australia,Canada,4,1,Friendly
819,1924-06-28,Australia,Canada,0,0,Friendly
820,1924-06-29,Poland,Turkey,2,0,Friendly
821,1924-06-29,Sweden,Egypt,5,0,Friendly
822,1924-07-12,Australia,Canada,1,4,Friendly
823,1924-07-25,Sweden,Estonia,5,2,Friendly
824,1924-07-26,Australia,Canada,1,0,Friendly
825,1924-07-28,Finland,Sweden,5,7,Friendly
826,1924-08-10,Poland,Finland,1,0,Friendly
827,1924-08-14,Latvia,Finland,0,2,Friendly
828,1924-08-23,Finland,Norway,2,0,Friendly
829,1924-08-24,Estonia,Lithuania,1,2,Friendly
830,1924-08-31,Czechoslovakia,Romania,4,1,Friendly
831,1924-08-31,Germany,Sweden,1,4,Friendly
832,1924-08-31,Hungary,Poland,4,0,Friendly
833,1924-09-14,Austria,Hungary,2,1,Friendly
834,1924-09-14,Finland,Estonia,4,0,Friendly
835,1924-09-14,Norway,Denmark,1,3,Nordic Championship
836,1924-09-21,Hungary,Germany,4,1,Friendly
837,1924-09-21,Sweden,Norway,6,1,Nordic Championship
838,1924-09-21,Uruguay,Argentina,1,1,Friendly
839,1924-09-24,Northern Ireland,South Africa,1,2,Friendly
840,1924-09-28,Yugoslavia,Czechoslovakia,0,2,Friendly
841,1924-10-02,Argentina,Uruguay,2,1,Friendly
842,1924-10-05,Denmark,Belgium,2,1,Friendly
843,1924-10-12,Argentina,Paraguay,0,0,Copa América
844,1924-10-18,Latvia,Estonia,2,0,Friendly
845,1924-10-19,Uruguay,Chile,5,0,Copa América
846,1924-10-22,England,Northern Ireland,3,1,British Home Championship
847,1924-10-25,Argentina,Chile,2,0,Copa América
848,1924-10-26,Uruguay,Paraguay,3,1,Copa América
849,1924-11-01,Chile,Paraguay,1,3,Copa América
850,1924-11-02,Netherlands,South Africa,2,1,Friendly
851,1924-11-02,Uruguay,Argentina,0,0,Copa América
852,1924-11-09,Austria,Sweden,1,1,Friendly
853,1924-11-11,Belgium,France,3,0,Friendly
854,1924-11-16,Italy,Sweden,2,2,Friendly
855,1924-11-16,Russia,Turkey,3,0,Friendly
856,1924-11-23,Germany,Italy,0,1,Friendly
857,1924-12-08,England,Belgium,4,0,Friendly
858,1924-12-14,Germany,Switzerland,1,1,Friendly
859,1924-12-21,Spain,Austria,2,1,Friendly
860,1925-02-14,Scotland,Wales,3,1,British Home Championship
861,1925-02-22,Luxembourg,Brittany,1,1,Friendly
862,1925-02-28,Northern Ireland,Scotland,0,3,British Home Championship
863,1925-02-28,Wales,England,1,2,British Home Championship
864,1925-03-15,Belgium,Netherlands,0,1,Friendly
865,1925-03-22,Austria,Switzerland,2,0,Friendly
866,1925-03-22,Haiti,Jamaica,1,2,Friendly
867,1925-03-22,Italy,France,7,0,Friendly
868,1925-03-25,Hungary,Switzerland,5,0,Friendly
869,1925-03-26,Haiti,Jamaica,0,3,Friendly
870,1925-03-29,Haiti,Jamaica,0,1,Friendly
871,1925-03-29,Netherlands,Germany,2,1,Friendly
872,1925-04-04,Scotland,England,2,0,British Home Championship
873,1925-04-10,Turkey,Bulgaria,2,1,Friendly
874,1925-04-18,Wales,Northern Ireland,0,0,British Home Championship
875,1925-04-19,France,Austria,0,4,Friendly
876,1925-04-19,Switzerland,Netherlands,4,1,Friendly
877,1925-05-01,Romania,Turkey,1,2,Friendly
878,1925-05-03,Netherlands,Belgium,5,0,Friendly
879,1925-05-05,Austria,Hungary,3,1,Friendly
880,1925-05-15,Turkey,Russia,1,2,Friendly
